,latitude,longitude,index,name,cost_text,Bed,Bath,Park,property_type,desc_head
4192,-37.7589426,144.8921626,https://www.domain.com.au/2-32-caroline-street-aberfeldie-vic-3040-16067388,2/32 Caroline Street Aberfeldie VIC 3040,520,0,1,0,Townhouse,simpli stun
4193,-37.7860962,144.9584518,https://www.domain.com.au/3-311-royal-pde-melbourne-vic-3000-15786868,3/311 Royal Pde. Melbourne VIC 3000,520,2,1,0,Apartment / Unit / Flat,inspect move
4194,-37.735036,145.013622,https://www.domain.com.au/580-plenty-road-preston-vic-3072-14786628,580 plenty road Preston VIC 3072,520,3,1,1,House,well locat central bed hous
4195,-37.7830854,144.935272,https://www.domain.com.au/6-140-mt-alexander-road-travancore-vic-3032-16047762,6/140 Mt Alexander Road Travancore VIC 3032,520,2,2,1,Apartment / Unit / Flat,applic inspect
4196,-37.8031463,144.8875417,https://www.domain.com.au/82-alexander-street-seddon-vic-3011-16020560,82 Alexander Street Seddon VIC 3011,520,3,1,0,House,conveni locat one miss
4197,-37.7913222,145.1123886,https://www.domain.com.au/81-wilsons-road-doncaster-vic-3108-16055296,81 Wilsons Road Doncaster VIC 3108,520,3,1,1,House,faultless locat
4198,-37.796528,145.030984,https://www.domain.com.au/13-152-princess-street-kew-vic-3101-16067445,13/152 Princess Street Kew VIC 3101,520,2,2,1,Apartment / Unit / Flat,space sun secur
4199,-37.8721348,145.0226008,https://www.domain.com.au/106-2-stanley-parade-caulfield-north-vic-3161-16077967,106/2 Stanley Parade Caulfield North VIC 3161,520,2,1,1,Apartment / Unit / Flat,posit price perfect
4200,-37.7069517,144.8017904,https://www.domain.com.au/19-koroit-place-taylors-lakes-vic-3038-16064522,19 Koroit Place Taylors Lakes VIC 3038,520,5,2,2,House,renov famili home
4201,-37.7830854,144.935272,https://www.domain.com.au/2-140-mt-alexander-road-travancore-vic-3032-15966877,2/140 Mt Alexander Road Travancore VIC 3032,520,2,1,1,Apartment / Unit / Flat,luxuri apart live
4202,-37.9071844,145.0178014,https://www.domain.com.au/1-684-hawthorn-road-brighton-east-vic-3187-16064741,1/684 Hawthorn Road Brighton East VIC 3187,520,2,2,2,Apartment / Unit / Flat,bedroom villa courtyard carport
4203,-37.7996761,144.9484072,https://www.domain.com.au/15-147-curzon-street-north-melbourne-vic-3051-15959449,15/147 Curzon Street North Melbourne VIC 3051,520,3,1,2,Apartment / Unit / Flat,bright spaciou leafi st
4204,-37.8486248,145.0580577,https://www.domain.com.au/4-25-iris-road-glen-iris-vic-3146-16026598,4/25 Iris Road Glen Iris VIC 3146,520,6,4,3,Apartment / Unit / Flat,rear villa
4205,-37.8735989,145.2726927,https://www.domain.com.au/46-norvel-road-ferntree-gully-vic-3156-16079540,46 Norvel Road Ferntree Gully VIC 3156,520,3,1,2,House,privaci conveni space famili
4206,-37.7860962,144.9584518,https://www.domain.com.au/3-311-royal-parade-parkville-vic-3052-15684076,3/311 Royal Parade Parkville VIC 3052,520,2,1,1,Apartment / Unit / Flat,inspect move
4207,-37.8262537,144.9599912,https://www.domain.com.au/1206-241-city-road-southbank-vic-3006-16049676,1206/241 City Road Southbank VIC 3006,520,2,2,0,Apartment / Unit / Flat,spaciou two bedroom abod heart
4208,-37.81207759999999,145.1959543,https://www.domain.com.au/17-burnett-street-mitcham-vic-3132-16063154,17 Burnett Street Mitcham VIC 3132,520,4,2,2,House,simpli charm
4209,-37.7652783,144.9197379,https://www.domain.com.au/508-36-margaret-street-moonee-ponds-vic-3039-16049519,508/36 Margaret Street Moonee Ponds VIC 3039,520,2,1,1,Apartment / Unit / Flat,apart live finest
4210,-37.7614281,144.954408,https://www.domain.com.au/6-newman-street-brunswick-vic-3056-16020617,6 Newman Street Brunswick VIC 3056,520,3,1,1,House,locat style
4211,-37.7611295,144.9688418,https://www.domain.com.au/2-115-albion-street-brunswick-vic-3056-16064194,2/115 Albion Street Brunswick VIC 3056,520,2,1,1,Townhouse,seclud modern live
4212,-37.9169112,145.0363542,https://www.domain.com.au/206-21-25-nicholson-street-bentleigh-vic-3204-16017176,206/21-25 Nicholson Street Bentleigh VIC 3204,520,3,2,1,Apartment / Unit / Flat,view locat shop zone
4213,-37.8565853,145.0231357,https://www.domain.com.au/4-33-clarendon-street-armadale-vic-3143-15194568,4/33 Clarendon Street Armadale VIC 3143,520,3,1,1,Apartment / Unit / Flat,solid first floor apart quiet street close high street attract
4214,-37.8841948,144.998552,https://www.domain.com.au/304-7-nepean-hwy-elsternwick-vic-3185-15297213,304/7 Nepean Hwy Elsternwick VIC 3185,520,2,1,1,Apartment / Unit / Flat,minut beach fantast entertain
4215,-37.6409965,145.0973055,https://www.domain.com.au/9-stagecoach-boulevard-south-morang-vic-3752-16014920,9 Stagecoach Boulevard South Morang VIC 3752,520,4,2,2,House,luxuri live
4216,-38.0949762,145.1909933,https://www.domain.com.au/20-brunnings-road-carrum-downs-vic-3201-15828739,20 Brunnings Road Carrum Downs VIC 3201,520,3,1,3,House,wait final readi move
4217,-37.7045306,145.0526752,https://www.domain.com.au/13-boadle-road-bundoora-vic-3083-16079888,13 Boadle Road Bundoora VIC 3083,520,3,1,2,House,famili home mt cooper estat
4218,-37.8338275,145.033792,https://www.domain.com.au/2-474-glenferrie-road-hawthorn-vic-3122-16067352,2/474 Glenferrie Road Hawthorn VIC 3122,520,2,1,1,Apartment / Unit / Flat,sensat apart
4219,-37.7097377,145.0153324,https://www.domain.com.au/1-93-crookston-road-reservoir-vic-3073-16052878,1/93 Crookston Road Reservoir VIC 3073,520,3,2,2,Townhouse,near new townhous
4220,-37.79126,144.8906151,https://www.domain.com.au/707-188-ballarat-road-footscray-vic-3011-16009650,707/188 Ballarat Road Footscray VIC 3011,520,2,2,1,Apartment / Unit / Flat,place call home
4221,-37.8068443,144.9855372,https://www.domain.com.au/113-68-cambridge-street-collingwood-vic-3066-16063742,113/68 Cambridge Street Collingwood VIC 3066,520,2,1,1,Apartment / Unit / Flat,perfect inner citi live
4222,-37.7951615,144.9672094,https://www.domain.com.au/13-14-22-waterloo-street-carlton-vic-3053-16014816,13/14-22 Waterloo Street Carlton VIC 3053,520,2,2,0,Apartment / Unit / Flat,superb locat
4223,-37.6955409,145.0121874,https://www.domain.com.au/313-51-johnson-street-reservoir-vic-3073-16066481,313/51 Johnson Street Reservoir VIC 3073,520,3,2,1,Apartment / Unit / Flat,brand new apart
4224,-37.8213995,145.0897646,https://www.domain.com.au/2-31-guildford-road-surrey-hills-vic-3127-16048651,2/31 Guildford Road Surrey Hills VIC 3127,520,2,2,1,Apartment / Unit / Flat,perfectli situat bedroom unit
4225,-37.7729202,144.9973724,https://www.domain.com.au/302-44-eastment-street-northcote-vic-3070-16045970,302/44 Eastment Street Northcote VIC 3070,520,2,2,1,Apartment / Unit / Flat,two bedroom apart
4226,-37.905378999999996,145.10301,https://www.domain.com.au/2-52-william-street-oakleigh-vic-3166-16067917,2/52 William Street Oakleigh VIC 3166,520,3,2,1,Apartment / Unit / Flat,neat tidi unit heart
4227,-37.830541,144.967508,https://www.domain.com.au/203-70-dorcas-st-southbank-vic-3006-14271797,203/70 Dorcas St Southbank VIC 3006,520,2,2,1,Apartment / Unit / Flat,conveni live apart king domain
4228,-37.8574235,145.0069923,https://www.domain.com.au/4-23-irving-avenue-prahran-vic-3181-16049595,4/23 Irving Avenue Prahran VIC 3181,520,2,2,1,Apartment / Unit / Flat,instant attract fabul space
4229,-37.9130307,145.0144825,https://www.domain.com.au/31-primrose-crescent-brighton-east-vic-3187-16045920,31 Primrose Crescent Brighton East VIC 3187,520,3,1,2,House,spaciou home huge garden
4230,-37.7686103,144.8631091,https://www.domain.com.au/11a-wood-st-avondale-heights-vic-3034-16036895,11A Wood St Avondale Heights VIC 3034,520,3,2,2,House,wood street height
4231,-37.877969,145.0279364,https://www.domain.com.au/3-40-northcote-avenue-caulfield-north-vic-3161-15503694,3/40 Northcote Avenue Caulfield North VIC 3161,520,2,1,2,Apartment / Unit / Flat,fulli renov three bedroom apart
4232,-37.7630213,145.1727715,https://www.domain.com.au/403-5-red-hill-terrace-doncaster-east-vic-3109-16065972,403/5 Red Hill Terrace Doncaster East VIC 3109,520,2,1,1,Apartment / Unit / Flat,penthous live larg balconi sensat view
4233,-37.8292333,144.9700372,https://www.domain.com.au/615-25-coventry-street-southbank-vic-3006-15969133,615/25 Coventry Street Southbank VIC 3006,520,1,1,1,Apartment / Unit / Flat,inspect regist client
4234,-37.7535803,144.7937612,https://www.domain.com.au/71-ken-jordan-road-cairnlea-vic-3023-16075183,71 Ken Jordan Road Cairnlea VIC 3023,520,4,2,2,House,big famili home
4235,-37.8404155,145.0060674,https://www.domain.com.au/2-415-toorak-road-toorak-vic-3142-16069669,2/415 Toorak Road Toorak VIC 3142,520,2,2,1,Apartment / Unit / Flat,spaciou solid brick apart buzz villag
4236,-37.840252,145.220958,https://www.domain.com.au/9-hibiscus-street-wantirna-vic-3152-16079621,9 Hibiscus Street Wantirna VIC 3152,520,4,2,1,House,join queue one
4237,-38.0250433,145.3481597,https://www.domain.com.au/1-3-17-19-hazeldene-court-berwick-vic-3806-14611396,1 & 3/17-19 Hazeldene Court Berwick VIC 3806,515,2,2,1,Townhouse,north side gem multipl townhous avail
4238,-37.8819958,145.0082408,https://www.domain.com.au/8-30-allison-road-elsternwick-vic-3185-15980866,8/30 Allison Road Elsternwick VIC 3185,515,3,1,0,Apartment / Unit / Flat,heart
4239,-37.7590684,144.9426219,https://www.domain.com.au/5-14a-bent-street-brunswick-west-vic-3055-15978401,5/14A Bent Street Brunswick West VIC 3055,515,2,2,1,Apartment / Unit / Flat,great space comfort
4240,-37.7862784,144.9291016,https://www.domain.com.au/70-pin-oak-cres-flemington-vic-3031-10578331,70 Pin Oak Cres Flemington VIC 3031,515,2,1,0,House,locat charm
4241,-37.7957653,144.9927474,https://www.domain.com.au/5-25-27-bendigo-street-collingwood-vic-3066-16080094,5/25-27 Bendigo Street Collingwood VIC 3066,515,1,1,1,Apartment / Unit / Flat,central opportun await
4242,-37.8142509,144.9539845,https://www.domain.com.au/1306-618-lonsdale-street-melbourne-vic-3000-16065416,1306/618 Lonsdale Street Melbourne VIC 3000,515,2,1,0,Apartment / Unit / Flat,simpli stun
4243,-37.9221316,145.1269968,https://www.domain.com.au/ap2-1-29-browns-road-clayton-vic-3168-15726278,AP2.1/29 Browns Road Clayton VIC 3168,515,2,2,0,New Apartments / Off the Plan,bedroom bathroom apart
4244,-37.8292333,144.9700372,https://www.domain.com.au/1109-25-coventry-street-southbank-vic-3006-15143994,1109/25 Coventry Street Southbank VIC 3006,515,2,1,1,Apartment / Unit / Flat,almost brand new botan apart citi view
4245,-37.7782304,144.9763557,https://www.domain.com.au/709-22-barkly-street-brunswick-east-vic-3057-16040139,709/22 Barkly Street Brunswick East VIC 3057,515,2,2,1,Apartment / Unit / Flat,space sure impress bedroom apart build
4246,-38.1516692,145.1233795,https://www.domain.com.au/3-37-williams-street-frankston-vic-3199-16078817,3/37 Williams Street Frankston VIC 3199,515,2,1,1,Townhouse,nearli new bdrm bath plu doubl garag privat courtyard
4247,-37.7267198,144.9355037,https://www.domain.com.au/2-30-pleasant-street-pascoe-vale-vic-3044-16056190,2/30 Pleasant Street Pascoe Vale VIC 3044,515,4,2,2,Townhouse,low mainten live central locat
4248,-37.887396,145.0449879,https://www.domain.com.au/7-151-neerim-road-glen-huntly-vic-3163-14978068,7/151 Neerim Road Glen Huntly VIC 3163,515,2,2,1,Townhouse,design two bedroom townhous
4249,-37.9840266,145.1782469,https://www.domain.com.au/12-isaac-road-keysborough-vic-3173-16020786,12 Isaac Road Keysborough VIC 3173,515,3,3,1,House,luxuri suburban live
4250,-37.9333557,145.0391576,https://www.domain.com.au/9-491-south-road-bentleigh-vic-3204-16081842,9/491 South Road Bentleigh VIC 3204,515,1,1,1,Townhouse,stylish bedroom townhous
4251,-37.8444692,144.9955271,https://www.domain.com.au/312-32-bray-street-south-yarra-vic-3141-16065478,312/32 Bray Street South Yarra VIC 3141,515,2,1,1,Apartment / Unit / Flat,spaciou modern live amaz locat
4252,-37.85934659999999,145.0208286,https://www.domain.com.au/1-5-st-james-road-armadale-vic-3143-16075862,1/5 St James Road Armadale VIC 3143,515,2,1,1,Apartment / Unit / Flat,superb space entic local
4253,-37.7501946,144.9475684,https://www.domain.com.au/46-devon-avenue-coburg-vic-3058-16061824,46 Devon Avenue Coburg VIC 3058,515,4,1,2,House,larg period style home
4254,-37.8805983,144.9894534,https://www.domain.com.au/1-42-scott-street-elwood-vic-3184-16030390,1/42 Scott Street Elwood VIC 3184,515,2,1,2,Apartment / Unit / Flat,front ground floor apart privat entranc pet friendli
4255,-37.7715708,144.9257737,https://www.domain.com.au/6-elizabeth-street-moonee-ponds-vic-3039-16055422,6 Elizabeth Street Moonee Ponds VIC 3039,510,4,1,1,House,great locat
4256,-37.8586301,144.8973426,https://www.domain.com.au/6-88-ferguson-street-williamstown-vic-3016-14206595,6/88 Ferguson Street Williamstown VIC 3016,510,3,1,0,Apartment / Unit / Flat,design apart heart
4257,-37.7602229,144.9496761,https://www.domain.com.au/14a-sheffield-street-brunswick-vic-3056-11627134,14a Sheffield Street Brunswick VIC 3056,510,2,1,1,Townhouse,new qualiti townhous
4258,-37.8380693,144.8589026,https://www.domain.com.au/5-bright-avenue-altona-north-vic-3025-16036082,5 Bright Avenue Altona North VIC 3025,510,3,1,1,Townhouse,three bedroom townhous great locat
4259,-37.7634404,145.0181202,https://www.domain.com.au/2-98-rathmines-st-fairfield-vic-3078-9676865,2/98 Rathmines St Fairfield VIC 3078,510,2,2,1,Apartment / Unit / Flat,spaciou townhous
4260,-37.77914639999999,144.7693346,https://www.domain.com.au/3-eagle-way-deer-park-vic-3023-16008336,3 Eagle Way Deer Park VIC 3023,510,4,3,2,House,eagl way deer park
4261,-37.769844,144.970016,https://www.domain.com.au/142-albert-street-brunswick-vic-3056-16056145,142 Albert Street Brunswick VIC 3056,510,2,1,1,House,great home great locat
4262,-38.051083,145.3263214,https://www.domain.com.au/44-shanks-drive-berwick-vic-3806-16050829,44 Shanks Drive Berwick VIC 3806,510,4,2,2,House,live immacul bedroom home
4263,-37.7311856,144.9999051,https://www.domain.com.au/5-73-spring-street-preston-vic-3072-15632462,5/73 Spring Street Preston VIC 3072,510,3,1,2,Townhouse,spaciou bedroom townhous
4264,-37.8131087,145.122259,https://www.domain.com.au/4-90-thames-st-box-hill-north-vic-3129-16052917,4/90 Thames St Box Hill North VIC 3129,510,3,1,1,House,great locat
4265,-37.8215267,145.0293642,https://www.domain.com.au/404-2-tweed-street-hawthorn-vic-3122-15893064,404/2 Tweed Street Hawthorn VIC 3122,510,2,2,1,Apartment / Unit / Flat,gorgeou two bedroom apart
4266,-37.794944,144.972736,https://www.domain.com.au/66-kay-street-carlton-vic-3053-16013125,66 Kay Street Carlton VIC 3053,510,2,1,0,House,locat comfort
4267,-37.7291279,145.0287866,https://www.domain.com.au/4-62-andrews-avenue-reservoir-vic-3073-16076212,4/62 Andrews Avenue Reservoir VIC 3073,510,3,2,2,Townhouse,contemporari luxuri modern lifestyl
4268,-37.7828106,145.0248682,https://www.domain.com.au/6-35-coate-avenue-alphington-vic-3078-15784527,6/35 Coate Avenue Alphington VIC 3078,510,2,1,0,Townhouse,renov doubl storey townhous
4269,-37.776793,145.025904,https://www.domain.com.au/2-56-grange-road-alphington-vic-3078-16081310,2/56 Grange Road Alphington VIC 3078,510,2,1,4,Apartment / Unit / Flat,spaciou unit
4270,-38.055745,145.1149051,https://www.domain.com.au/2-26-swansea-road-chelsea-vic-3196-16075391,2/26 Swansea Road Chelsea VIC 3196,510,2,1,1,Apartment / Unit / Flat,absolut beach frontag incred view
4271,-37.7930885,145.0720366,https://www.domain.com.au/105-78-doncaster-road-balwyn-north-vic-3104-15978755,105/78 Doncaster Road Balwyn North VIC 3104,510,3,2,1,Apartment / Unit / Flat,sunni modern warm new north
4272,-37.895729,145.0597269,https://www.domain.com.au/1-41-coorigil-road-carnegie-vic-3163-16017932,1/41 Coorigil Road Carnegie VIC 3163,510,2,2,1,Townhouse,new place per week
4273,-37.7683814,145.3325382,https://www.domain.com.au/145-landscape-drive-mooroolbark-vic-3138-16071974,145 Landscape Drive Mooroolbark VIC 3138,510,3,1,1,House,walk school
4274,-37.7786815,144.9708639,https://www.domain.com.au/111-8-lygon-street-brunswick-east-vic-3057-16068888,111/8 Lygon Street Brunswick East VIC 3057,510,3,2,2,Apartment / Unit / Flat,two bedroom apart
4275,-37.8301691,145.0543872,https://www.domain.com.au/7-council-street-hawthorn-east-vic-3123-16040990,7 Council Street Hawthorn East VIC 3123,510,3,1,2,House,hawthorn east beauti
4276,-37.919774,145.0618062,https://www.domain.com.au/11-larman-street-bentleigh-east-vic-3165-16025815,11 Larman Street Bentleigh East VIC 3165,510,4,1,4,House,extra spaciou updat live
4277,-37.8062149,144.9618804,https://www.domain.com.au/4117-160-victoria-street-carlton-vic-3053-16015936,4117/160 Victoria Street Carlton VIC 3053,510,1,1,0,Apartment / Unit / Flat,amaz locat
4278,-37.8208778,144.943907,https://www.domain.com.au/904-55-merchant-street-docklands-vic-3008-16033024,904/55 Merchant Street Docklands VIC 3008,510,2,1,1,Apartment / Unit / Flat,marvel dockland live
4279,-37.749242,144.912966,https://www.domain.com.au/1-969-mt-alexander-road-essendon-vic-3040-16059781,1/969 Mt Alexander Road Essendon VIC 3040,510,2,1,0,Townhouse,applic link app snug com appli
4280,-37.9415268,145.1536438,https://www.domain.com.au/4-1-stephenson-street-springvale-vic-3171-16071477,4/1 Stephenson Street Springvale VIC 3171,510,2,1,1,Townhouse,brand new townhous
4281,-37.8164185,145.0441051,https://www.domain.com.au/2-16-corsewall-close-hawthorn-vic-3122-16038407,2/16 Corsewall Close Hawthorn VIC 3122,510,2,1,1,Apartment / Unit / Flat,classic beauti prime locat
4282,-37.8253868,144.962001,https://www.domain.com.au/3203-118-kavanagh-street-southbank-vic-3006-14147286,3203/118 Kavanagh Street Southbank VIC 3006,510,1,1,1,Apartment / Unit / Flat,reduct first month
4283,-37.9182273,145.2240866,https://www.domain.com.au/1-augusta-court-rowville-vic-3178-16077467,1 Augusta Court Rowville VIC 3178,510,3,2,1,House,quiet court locat
4284,-37.9690832,145.0829575,https://www.domain.com.au/226-centre-dandenong-road-cheltenham-vic-3192-15855345,226 Centre Dandenong Road Cheltenham VIC 3192,510,3,2,2,House,comfort appeal step amen
4285,-37.789282,144.8922839,https://www.domain.com.au/20-titch-street-footscray-vic-3011-16060811,20 Titch Street Footscray VIC 3011,510,5,2,2,House,centr everyth
4286,-37.8364447,144.9943596,https://www.domain.com.au/904-50-claremont-street-south-yarra-vic-3141-16063745,904/50 Claremont Street South Yarra VIC 3141,510,2,1,1,Apartment / Unit / Flat,live one hottest locat
4287,-37.8100432,144.9855313,https://www.domain.com.au/208v-162-albert-street-east-melbourne-vic-3002-16032241,208V/162 Albert Street East Melbourne VIC 3002,510,2,1,2,Apartment / Unit / Flat,stylish bedroom priceless locat brand new carpet
4288,-37.7200566,144.9925157,https://www.domain.com.au/3-747-gilbert-road-reservoir-vic-3073-16078226,3/747 Gilbert Road Reservoir VIC 3073,510,3,1,2,Townhouse,spaciou stun townhous
4289,-37.8265664,144.9562363,https://www.domain.com.au/15-79-whiteman-street-southbank-vic-3006-16078694,15/79 Whiteman Street Southbank VIC 3006,510,2,1,1,Apartment / Unit / Flat,lifestyl locat meet spaciou apart
4290,-37.8811914,145.1387672,https://www.domain.com.au/2-11-regent-street-mount-waverley-vic-3149-15972151,2/11 Regent Street Mount Waverley VIC 3149,510,6,3,2,Apartment / Unit / Flat,conveni locat low mainten water usag charg includ leas
4291,-37.8967485,145.091757,https://www.domain.com.au/12a-palmer-street-oakleigh-vic-3166-15981213,12A Palmer Street Oakleigh VIC 3166,510,4,1,4,House,great locat central
4292,-37.8162382,145.1230646,https://www.domain.com.au/310-5-irving-avenue-box-hill-vic-3128-14388549,310/5 Irving Avenue Box Hill VIC 3128,510,2,2,1,Apartment / Unit / Flat,furnish modern bedroom apart park central box hill
4293,-37.7091487,144.9987497,https://www.domain.com.au/83-barry-street-reservoir-vic-3073-16072691,83 Barry Street Reservoir VIC 3073,510,3,2,2,House,fantast locat
4294,-37.7699661,145.0467203,https://www.domain.com.au/89-marshall-street-ivanhoe-vic-3079-16071672,89 Marshall Street Ivanhoe VIC 3079,510,3,2,2,House,captiv charact
4295,-37.7862364,145.3229312,https://www.domain.com.au/2-3-pope-court-mooroolbark-vic-3138-16054628,2/3 Pope Court Mooroolbark VIC 3138,510,3,1,2,Townhouse,sweet town hous prime locat
4296,-37.6601436,145.0656401,https://www.domain.com.au/22a-mclaughlin-crescent-mill-park-vic-3082-16004740,22A McLaughlin Crescent Mill Park VIC 3082,510,4,3,2,Townhouse,spectacular noth els like
4297,-37.804533,145.0370484,https://www.domain.com.au/3-66-high-street-south-kew-vic-3101-16059798,3/66 High Street South Kew VIC 3101,510,2,1,1,Apartment / Unit / Flat,beauti balanc spaciou live indulg lifestyl
4298,-37.747235,144.977455,https://www.domain.com.au/132-nicholson-street-coburg-vic-3058-16060651,132 Nicholson Street Coburg VIC 3058,510,3,1,2,House,spaciou live finest
4299,-37.7621269,144.9898652,https://www.domain.com.au/13-70-gadd-street-northcote-vic-3070-16080724,13/70 Gadd Street Northcote VIC 3070,510,2,1,1,Townhouse,contemporari live
4300,-37.8675073,144.8288037,https://www.domain.com.au/303-33-sargood-street-altona-vic-3018-16039774,303/33 Sargood Street Altona VIC 3018,510,3,3,2,Apartment / Unit / Flat,top floor perfect apart
4301,-37.8376295,144.9877968,https://www.domain.com.au/2-45-caroline-street-south-yarra-vic-3141-15993591,2/45 Caroline Street South Yarra VIC 3141,510,2,1,1,Apartment / Unit / Flat,perfectli posit two bedroom apart
4302,-37.85889969999999,144.9794697,https://www.domain.com.au/110-157-fitzroy-street-st-kilda-vic-3182-16045414,110/157 Fitzroy Street St Kilda VIC 3182,510,2,2,1,Apartment / Unit / Flat,astral apart
4303,-37.9200124,145.1397456,https://www.domain.com.au/l4-864-blackburn-road-clayton-vic-3168-15922070,L4/864 Blackburn Road Clayton VIC 3168,510,1,1,1,Apartment / Unit / Flat,full furnish contact us properti
4304,-37.732104,144.9787597,https://www.domain.com.au/34-claremont-street-coburg-north-vic-3058-16058329,34 Claremont Street Coburg North VIC 3058,510,3,1,2,House,afford live
4305,-37.9320197,145.0694304,https://www.domain.com.au/121-bignell-road-bentleigh-east-vic-3165-16063975,121 Bignell Road Bentleigh East VIC 3165,510,3,1,2,House,spaciou famili home three live space
4306,-37.8219858,145.1955229,https://www.domain.com.au/49-percy-street-mitcham-vic-3132-14272597,49 Percy Street Mitcham VIC 3132,510,3,2,2,House,spaciou bedroom doubl storey live
4307,-37.6950174,145.065489,https://www.domain.com.au/9-kipling-court-bundoora-vic-3083-16055144,9 Kipling Court Bundoora VIC 3083,510,3,2,2,House,perfectli posit
4308,-37.8931174,145.2230509,https://www.domain.com.au/7-raphael-court-scoresby-vic-3179-16045048,7 Raphael Court Scoresby VIC 3179,510,3,2,2,House,perfectli locat bedroom famili home bungalow includ leas
4309,-37.8661942,145.2253381,https://www.domain.com.au/1-renou-road-wantirna-south-vic-3152-16071411,1 Renou Road Wantirna South VIC 3152,510,4,2,2,House,fantast home primari zone
4310,-37.8501081,145.0079609,https://www.domain.com.au/4-41-grandview-grove-prahran-vic-3181-16011984,4/41 Grandview Grove Prahran VIC 3181,510,2,1,0,Apartment / Unit / Flat,larg home art apart
4311,-37.86000569999999,144.891127,https://www.domain.com.au/1-105-railway-place-williamstown-vic-3016-14018572,1/105 Railway Place Williamstown VIC 3016,510,3,1,2,Apartment / Unit / Flat,spaciou villa unit perfectli locat
4312,-37.7322409,144.7544847,https://www.domain.com.au/10-wylie-circuit-burnside-heights-vic-3023-16058052,10 Wylie Circuit Burnside Heights VIC 3023,510,3,2,2,House,perfect famili home perfect locat avail rent
4313,-37.7701553,144.9673143,https://www.domain.com.au/58-evans-street-brunswick-vic-3056-15927358,58 Evans Street Brunswick VIC 3056,510,2,1,0,House,locat locat locat
4314,-37.8985187,145.0144825,https://www.domain.com.au/1-52-gardenvale-road-caulfield-south-vic-3162-15921267,1/52 Gardenvale Road Caulfield South VIC 3162,510,3,1,1,House,south
4315,-37.791242,145.314082,https://www.domain.com.au/47-cambridge-road-mooroolbark-vic-3138-16043594,47 Cambridge Road Mooroolbark VIC 3138,510,4,2,4,House,weatherboard winner
4316,-37.8497853,144.9942186,https://www.domain.com.au/604-7-king-street-prahran-vic-3181-16072835,604/7 King Street Prahran VIC 3181,510,2,1,0,Apartment / Unit / Flat,stroll right onto chapel street
4317,-37.8278927,145.2008564,https://www.domain.com.au/1-25-glenburnie-road-mitcham-vic-3132-16078661,1/25 Glenburnie Road Mitcham VIC 3132,510,3,2,2,Villa,sort locat
4318,-37.7722619,145.291672,https://www.domain.com.au/9a-collins-grove-croydon-north-vic-3136-16066117,9a Collins Grove Croydon North VIC 3136,510,3,2,2,House,wait one wont last long
4319,-37.9025191,145.0269176,https://www.domain.com.au/372-north-road-ormond-vic-3204-16047033,372 North Road Ormond VIC 3204,510,3,1,1,House,great locat
4320,-37.9306016,145.1880774,https://www.domain.com.au/22-windy-hill-drive-mulgrave-vic-3170-16069842,22 Windy Hill Drive Mulgrave VIC 3170,510,3,2,1,House,execut live park estat
4321,-37.9305756,145.1338969,https://www.domain.com.au/1-1474-centre-road-clayton-vic-3168-15164514,1/1474 Centre Road Clayton VIC 3168,510,6,2,2,House,lovingli renov prime locat access via second street
4322,-37.741547,144.899405,https://www.domain.com.au/3-142-cooper-street-essendon-vic-3040-16048234,3/142 Cooper Street Essendon VIC 3040,510,3,2,2,Townhouse,spaciou townhous prime locat
4323,-37.8115288,145.0725535,https://www.domain.com.au/210-201-whitehorse-road-balwyn-vic-3103-16064767,210/201 Whitehorse Road Balwyn VIC 3103,510,3,2,2,Apartment / Unit / Flat,live lifestyl
4324,-37.8201398,145.2268465,https://www.domain.com.au/3-34-wantirna-road-ringwood-vic-3134-16071597,3/34 Wantirna Road Ringwood VIC 3134,510,3,2,1,Apartment / Unit / Flat,beauti low mainten live
4325,-37.7593496,144.9691645,https://www.domain.com.au/68-mitchell-street-brunswick-vic-3056-11778719,68 Mitchell Street Brunswick VIC 3056,510,2,1,1,House,extra larg hous
4326,-37.769606,144.9625495,https://www.domain.com.au/53-david-street-brunswick-vic-3056-16046348,53 David Street Brunswick VIC 3056,510,2,1,0,Townhouse,great town hous super locat
4327,-37.75776700000001,144.936164,https://www.domain.com.au/532-albion-street-brunswick-west-vic-3055-16081257,532 Albion Street Brunswick West VIC 3055,510,3,1,1,House,renov readi enjoy
4328,-37.8966416,145.0311009,https://www.domain.com.au/18b-marara-road-caulfield-south-vic-3162-16025346,18B Marara Road Caulfield South VIC 3162,510,2,1,1,House,locat south primari zone
4329,-37.8646125,144.9743276,https://www.domain.com.au/20-4-alfred-square-st-kilda-vic-3182-16074268,20/4 Alfred Square St Kilda VIC 3182,510,2,1,1,Apartment / Unit / Flat,stun bay view
4330,-37.9204899,145.0462029,https://www.domain.com.au/18-scotts-street-bentleigh-vic-3204-15794681,18 Scotts Street Bentleigh VIC 3204,510,3,1,6,House,classic three bedroom home
4331,-38.0599356,145.2455049,https://www.domain.com.au/20-demmie-mews-lyndhurst-vic-3975-16026047,20 Demmie Mews Lyndhurst VIC 3975,510,4,2,2,House,modern stylish dual live
4332,-37.76142730000001,144.9662387,https://www.domain.com.au/11-170-albion-street-brunswick-vic-3056-16051288,11/170 Albion Street Brunswick VIC 3056,510,3,2,2,Apartment / Unit / Flat,top floor apart
